imputed_data_NYU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
School,academic_division,Year,Job Relatedness,Salary,Benefits,Job security,Job location,Opportunity_for_advancement,Intellectual_challenge,Level_of_responsibility,Degree_of_independence, Contribution_to_society,Work-life_balance,Prestige_of_employer,Prestige_of_position/job title,Change_in_career,Achievement/effort,Adaptability/flexibility,Analytical_thinking,Attention_to_detail,Concern_for_others,Cooperation,Dependability,Independence,Initiative,Innovation,Integrity,Leadership,Persistence,Resilience,Rigor,Risk-taking,Self-control,Social_orientation,Stress_tolerance,Basic_research,Applied_research,Development,Applying_research,Awareness_cultural,Communicating_ideas,Conducting_research,Critically_analyzing_and_evaluating, Demonstrating_theoretical_and_practical_understanding,Developing_new_ideas, Grant_writing,Influencing_others,Valuing_others,Working_constructively,Navigating_politics,Internship,prepare_job_materials,Individual_development_plan,Comprehensive_examination,Doctoral_dissertation_process,Citizenship,Income,Survey_Year
Missing,Physics,2013,5,5,5,5,5,5,5,5,5,5,2,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,0,0,4,4,4,5,5,4,5,2,4,4,4,1,3,4,4,0,4,Other (please specify),1981,2022
Missing,Performance Studies,1998,0,2,1,1,4,0,2,0,1,1,5,0,2,2,2,2,2,2,2,5,2,1,1,0,4,0,2,4,0,0,2,2,2,0,0,0,2,2,2,2,4,1,1,1,1,2,2,2,2,1,1,1,2,Missing,1968,2022
Missing,Anthropology,2012,5,3,2,5,4,4,4,2,5,2,4,2,4,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,0,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,1,4,"International experience outside the U.S.,Coursework outside their discipline,Program or experience to prepare job materials",1985,2022
Missing,"Fine Arts, Institute of",1998,5,2,4,2,5,2,4,5,5,2,2,2,4,2,5,5,4,5,5,5,5,5,2,2,5,2,5,4,5,2,4,5,4,1,1,0,5,3,5,5,5,5,5,4,4,2,2,1,4,4,3,3,3,"Internship,Coursework outside their discipline,Other (please specify)",1975,2022
Missing,Physics,2008,4,4,4,1,4,2,2,2,4,4,2,2,1,4,5,5,5,4,4,4,4,5,4,2,4,2,4,5,2,4,2,1,5,1,1,1,4,4,4,4,4,4,4,2,4,4,4,4,0,2,4,3,2,Missing,1986,2022
Missing,Biology,2013,4,5,4,4,5,5,5,5,5,5,5,4,5,2,5,5,4,5,5,4,5,5,5,4,5,2,5,4,4,2,4,2,5,1,0,0,5,4,4,5,5,5,5,2,5,2,5,1,4,0,2,1,4,Program or experience to prepare job materials,1989,2022
Missing,Mathematics,2002,5,4,5,5,2,4,5,4,5,4,5,2,5,2,5,2,5,5,4,4,5,5,5,1,5,1,5,4,5,1,4,4,5,0,1,1,5,2,2,5,5,5,2,0,2,4,2,1,4,4,3,2,3,"Internship,Program or experience to prepare job materials",1980,2022
Missing,Performance Studies,2006,0,2,4,2,4,2,2,1,2,0,2,2,1,2,4,4,4,4,2,4,5,4,2,4,4,4,1,1,5,0,4,2,4,0,0,1,0,2,1,1,0,2,0,0,1,2,1,0,2,0,1,0,0,Missing,1977,2022
Missing,East Asian Studies,2009,5,2,4,4,2,4,4,4,4,4,4,4,4,0,5,5,5,5,5,5,5,5,5,4,5,4,4,5,4,4,5,5,4,0,1,0,4,4,4,4,4,4,4,2,4,4,4,4,4,2,3,3,4,"Program or experience to prepare job materials,Individual Development Plan",1980,2022
Missing,Linguistics,2012,5,2,4,5,1,2,2,2,4,2,4,2,5,0,4,4,5,4,2,4,0,5,4,4,4,2,5,4,2,2,4,2,4,0,0,0,4,1,4,4,5,4,0,4,2,1,2,0,2,2,3,4,4,Individual Development Plan,Missing,2022
Missing,French Languages & Literatures,2012,5,2,5,5,4,4,5,4,4,5,4,2,2,2,5,4,5,5,5,5,5,5,4,4,5,5,4,5,5,2,5,5,5,1,0,1,2,4,5,5,4,4,4,2,4,5,4,5,4,4,4,3,3,Missing,1986,2022
Missing,Hebrew & Judaic Studies,2007,5,4,2,4,1,4,4,1,4,2,4,4,4,4,5,2,5,5,1,1,4,5,2,2,2,0,2,4,5,1,2,1,4,1,0,0,4,2,2,2,2,4,1,0,2,2,4,1,3,2,3,4,4,International experience outside the U.S.,1979,2022
Missing,Politics,2013,4,4,1,2,5,2,4,4,4,4,5,1,1,2,4,5,2,4,4,5,5,4,2,2,5,4,2,5,2,1,4,1,4,1,1,0,5,4,5,5,5,1,4,2,4,5,4,1,4,1,3,2,3,Missing,1986,2022
Missing,Neural Science,2008,4,5,5,2,2,5,2,4,4,2,4,4,4,5,2,4,4,4,1,4,1,1,2,4,5,1,4,1,5,2,2,2,1,1,1,0,4,1,4,2,4,4,4,1,2,5,4,1,3,4,4,2,2,Missing,1985,2022
Missing,English,2007,4,2,2,5,5,2,2,2,4,4,5,2,2,2,4,5,5,4,5,5,5,5,4,2,5,4,4,5,4,0,4,5,4,1,0,1,5,4,2,2,5,5,4,2,1,4,2,1,4,4,3,1,3,Missing,1981,2022
Missing,Basic Medical Sciences,2013,4,0,0,4,2,4,5,4,2,4,0,4,1,2,5,5,5,5,5,5,5,2,5,2,5,4,5,5,5,1,4,4,5,1,0,0,5,4,4,5,5,5,4,4,2,4,5,2,4,3,3,4,2,Missing,1989,2022
Missing,Politics,2013,4,2,3,2,1,2,5,1,2,2,1,1,2,2,4,5,5,4,2,5,5,5,5,4,5,2,4,2,4,4,2,2,4,1,1,0,5,4,4,5,5,5,5,1,4,5,4,3,4,4,4,4,4,"International experience outside the U.S.,Coursework outside their discipline",1984,2022
Missing,Basic Medical Sciences,2012,4,5,5,4,5,5,4,2,1,4,0,1,1,4,4,5,5,5,0,5,5,1,5,2,5,1,2,4,5,1,4,2,5,1,1,1,4,0,2,5,4,4,4,4,2,2,2,5,4,3,3,3,3,"Internship,International experience outside the U.S.,Study / collaborate at U.S. institution other than their own",1987,2022
Missing,Computer Science,2012,4,2,2,2,4,1,2,2,1,1,2,2,2,0,2,2,4,2,2,2,4,4,2,4,5,2,4,3,5,0,3,1,3,0,1,0,5,1,4,2,4,2,5,1,2,2,2,0,4,2,2,3,4,Missing,1990,2022
Missing,Missing,Missing,5,2,3,3,2,3,4,2,3,2,3,3,2,1,4,4,4,4,3,4,3,3,4,4,4,3,4,4,4,2,3,2,4,1,0,0,4,2,4,4,4,4,4,3,3,3,4,2,3,3,3,3,4,Missing,Missing,2022
Missing,Biology,2013,5,1,4,4,2,4,4,2,5,4,4,4,4,0,5,4,5,5,4,4,4,4,4,5,4,2,4,4,5,2,4,2,5,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"Program or experience to prepare job materials,Individual Development Plan",1989,2022
Missing,History,2007,5,0,1,5,5,1,1,5,4,5,5,4,4,0,5,5,5,5,2,1,2,5,5,1,5,5,5,5,5,1,5,5,5,0,0,1,5,0,5,1,5,5,5,2,0,0,0,1,3,4,3,4,3,Other (please specify),1985,2022
Missing,Basic Medical Sciences,2000,3,4,4,3,3,4,4,4,4,2,3,3,4,1,4,4,4,4,3,4,4,3,4,4,3,3,4,4,3,2,3,2,3,0,0,0,2,1,4,2,4,2,4,1,2,4,4,1,3,3,1,2,3,Program or experience to prepare job materials,1975,2022
Missing,Missing,Missing,5,3,3,5,3,3,5,2,3,5,5,2,4,0,4,4,4,5,3,3,4,4,4,2,4,3,3,3,4,1,3,3,3,1,1,0,3,2,4,4,5,3,4,2,3,4,4,2,2,3,3,4,3,Missing,Missing,2023
Missing,Anthropology,2010,4,4,3,3,3,3,4,3,5,3,4,3,3,0,4,3,4,4,3,4,5,5,3,3,5,3,3,3,4,2,3,2,2,0,1,1,4,2,4,4,4,4,2,2,2,5,4,0,3,1,2,0,4,Missing,1983,2023
Missing,Basic Medical Sciences,2008,4,5,5,5,0,2,5,2,1,5,5,0,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,4,4,5,1,0,0,0,1,5,5,5,5,5,1,2,5,5,5,4,4,4,4,4,Missing,1986,2023
Missing,East Asian Studies,2005,5,4,4,5,1,0,4,4,4,2,4,4,4,0,4,4,5,5,5,4,4,2,4,2,4,5,5,5,4,2,5,4,5,1,1,1,4,2,4,4,4,4,2,2,2,2,2,2,4,4,4,4,4,"Internship,International experience outside the U.S.",1958,2023
Missing,Missing,Missing,5,3,3,5,3,3,5,2,3,5,5,2,4,0,4,4,4,5,3,3,4,4,4,2,4,3,3,3,4,1,3,3,3,1,1,0,3,2,4,4,5,3,4,2,3,4,4,2,2,3,3,4,3,Missing,Missing,2023
Missing,Spanish & Portuguese Languages & Literatures,1999,4,2,0,0,0,4,2,4,1,4,2,0,4,2,2,5,4,4,5,5,5,2,4,2,4,4,4,4,1,2,2,5,1,1,0,1,5,5,5,1,5,4,4,0,4,5,2,2,4,4,4,4,4,"Internship,International experience outside the U.S.,Coursework outside their discipline",1971,2023
Missing,French Studies,2006,4,0,0,0,1,0,2,4,4,4,4,0,0,2,2,5,4,4,4,2,4,4,2,4,5,1,4,4,4,2,2,2,2,1,1,0,2,1,2,4,4,4,4,1,4,4,2,1,4,4,3,4,4,"International experience outside the U.S.,Study / collaborate at U.S. institution other than their own,Coursework outside their discipline,Program or experience to prepare job materials,Individual Development Plan",1982,2023
Missing,Sociology,1999,5,4,4,4,1,5,5,2,5,5,2,4,4,0,4,4,5,4,4,4,4,4,2,4,4,4,4,4,5,4,4,4,5,1,0,1,5,4,4,4,5,5,4,1,1,4,2,1,3,4,3,3,4,Missing,1974,2023
Missing,Hebrew & Judaic Studies,2014,5,4,2,4,5,2,4,2,4,4,5,2,2,0,4,5,4,5,4,4,4,4,1,1,4,1,2,4,4,2,2,1,2,1,0,0,4,1,1,2,4,2,4,0,2,1,4,1,4,2,3,4,2,"Internship,Coursework outside their discipline",1990,2023
Missing,"Fine Arts, Institute of",1998,5,2,2,3,3,3,5,3,3,4,3,4,3,2,4,5,4,5,4,4,5,3,4,4,5,3,5,5,5,2,5,4,4,1,0,0,3,2,3,3,4,3,4,1,3,3,3,2,3,2,2,3,3,Missing,Missing,2023
Missing,Politics,2008,5,4,4,4,2,4,4,4,4,4,4,4,4,1,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,1,4,1,1,0,5,4,4,4,4,4,4,1,4,4,5,4,3,4,4,4,4,Study / collaborate at U.S. institution other than their own,1979,2023
Missing,Missing,Missing,5,3,3,5,3,3,5,2,3,5,5,2,4,0,4,4,4,5,3,3,4,4,4,2,4,3,3,3,4,1,3,3,3,1,1,0,3,2,4,4,5,3,4,2,3,4,4,2,2,3,3,4,3,Missing,Missing,2023
Missing,Environmental Health Science,2013,5,2,2,4,4,1,2,1,1,4,4,4,1,1,4,2,4,5,1,2,1,4,2,1,2,0,4,2,5,0,2,2,1,1,1,1,2,1,5,4,4,4,2,1,1,2,1,1,4,1,2,1,2,Internship,1988,2023
Missing,Politics,2000,5,4,4,4,5,2,5,4,2,4,4,2,4,2,4,4,4,5,5,4,5,4,2,1,4,4,4,1,2,0,2,4,4,0,1,0,5,4,5,4,4,5,2,4,4,4,4,3,4,4,4,4,4,Missing,1975,2023
Missing,Performance Studies,1997,5,4,4,5,4,3,3,3,4,3,4,3,4,0,4,4,3,4,3,3,3,4,4,3,4,3,4,3,3,2,3,2,3,1,0,0,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,3,Internship,1955,2023
Missing,Basic Medical Sciences,2013,5,4,5,5,4,2,1,2,5,4,5,2,2,0,4,4,2,2,5,2,2,5,4,2,5,4,4,2,2,1,4,2,4,1,0,0,2,2,2,2,2,2,2,1,2,2,2,1,3,3,1,1,2,"International experience outside the U.S.,Study / collaborate at U.S. institution other than their own,Coursework outside their discipline,Program or experience to prepare job materials",1991,2023
Missing,Basic Medical Sciences,2014,5,4,4,4,5,2,4,4,4,4,4,4,4,1,4,4,5,5,4,4,5,5,5,4,5,4,5,4,4,4,4,2,5,1,1,1,5,4,5,5,5,5,4,2,4,4,5,4,3,4,3,2,4,"Study / collaborate at U.S. institution other than their own,Program or experience to prepare job materials",1986,2023
Missing,"Fine Arts, Institute of",2011,5,2,1,4,5,5,4,1,1,2,2,4,2,0,4,4,5,2,2,2,2,4,4,4,2,2,5,5,5,2,4,2,4,0,1,1,4,4,5,2,4,4,2,2,2,4,2,2,3,3,3,3,4,Missing,1978,2023
Missing,French Studies,2007,5,4,2,4,4,2,4,2,1,5,1,2,2,0,4,4,4,4,5,5,4,1,4,2,4,5,5,5,4,1,5,5,5,1,0,0,2,4,2,2,2,2,2,2,2,4,2,2,4,3,2,3,3,Missing,1984,2023
Missing,"Fine Arts, Institute of",1996,5,0,0,0,5,0,0,0,0,0,0,0,0,0,4,4,2,2,2,4,4,2,2,2,2,2,2,4,2,2,4,2,4,1,0,0,2,1,2,2,2,2,2,0,1,1,2,1,1,1,2,2,2,Program or experience to prepare job materials,1970,2023
Missing,Comparative Literature,2012,5,4,4,4,5,1,1,2,5,2,5,0,1,0,2,4,2,2,4,1,4,5,4,1,4,1,2,1,1,0,2,4,2,0,0,0,2,4,5,2,2,5,2,5,2,5,2,4,0,2,3,3,3,Other (please specify),1987,2023
Missing,"Fine Arts, Institute of",2007,4,0,0,0,2,2,0,0,4,4,4,2,0,0,2,5,2,4,4,5,5,4,5,2,5,5,2,1,2,0,2,5,2,1,1,1,2,0,5,1,5,4,0,0,1,2,4,0,4,2,3,1,2,"Internship,International experience outside the U.S.,Coursework outside their discipline,Program or experience to prepare job materials,Individual Development Plan",1980,2023
Missing,Basic Medical Sciences,2008,5,1,4,2,5,5,5,2,5,5,2,4,4,2,4,4,5,4,4,4,4,4,5,4,4,5,5,4,5,4,4,2,4,1,1,1,5,2,4,5,5,5,5,4,4,4,4,2,3,3,3,1,4,Internship,1983,2023
Missing,"Fine Arts, Institute of",1992,5,0,0,0,2,1,4,2,4,4,5,2,0,4,4,5,4,4,5,4,4,2,2,2,2,1,2,4,2,2,4,2,2,1,1,0,5,4,5,2,5,5,5,1,4,4,1,1,3,3,3,4,4,Missing,1965,2023
Missing,Missing,Missing,5,3,3,5,3,3,5,2,3,5,5,2,4,0,4,4,4,5,3,3,4,4,4,2,4,3,3,3,4,1,3,3,3,1,1,0,3,2,4,4,5,3,4,2,3,4,4,2,2,3,3,4,3,Missing,Missing,2023
Missing,Anthropology,2011,5,5,5,5,2,5,5,4,4,5,2,4,4,0,4,4,5,5,5,4,5,5,5,2,4,4,4,4,5,2,4,4,5,1,1,0,5,5,4,4,4,4,4,5,5,4,5,5,3,2,4,4,4,"Coursework outside their discipline,Program or experience to prepare job materials",1984,2023
Missing,Basic Medical Sciences,2008,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,2,5,1,1,0,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,3,"Internship,International experience outside the U.S.,Study / collaborate at U.S. institution other than their own,Program or experience to prepare job materials",1980,2023
Missing,Missing,Missing,5,3,3,5,3,3,5,2,3,5,5,2,4,0,4,4,4,5,3,3,4,4,4,2,4,3,3,3,4,1,3,3,3,1,1,0,3,2,4,4,5,3,4,2,3,4,4,2,2,3,3,4,3,Missing,Missing,2023
Missing,Politics,2009,5,1,2,5,5,4,5,4,5,5,5,2,2,0,0,2,2,4,0,2,4,2,5,0,5,4,4,1,4,0,4,5,2,1,1,0,4,0,4,5,5,2,2,2,4,5,5,0,3,3,3,3,4,Missing,1986,2023
Missing,American Studies,2009,5,2,2,5,0,5,5,0,5,5,4,4,5,0,5,2,5,4,1,2,2,5,5,2,2,1,2,2,5,0,5,1,4,1,0,0,4,5,4,4,5,2,5,1,5,4,2,4,3,3,3,4,4,Coursework outside their discipline,1983,2023
Missing,English,Missing,4,3,3,3,4,1,3,2,3,4,2,2,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,0,1,1,4,4,4,4,4,4,4,2,4,4,3,3,2,3,3,3,3,Missing,Missing,2023
Missing,"Fine Arts, Institute of",Missing,5,3,3,1,4,3,5,3,4,4,4,3,3,3,5,3,5,5,3,4,5,4,5,4,3,3,5,4,4,2,4,3,4,1,0,1,4,3,4,3,4,4,4,1,4,4,4,2,3,3,3,3,3,Missing,Missing,2023
Missing,Missing,Missing,5,3,3,2,3,3,5,3,4,4,4,2,3,3,5,3,5,5,3,4,5,4,5,4,3,3,5,4,4,2,4,3,4,1,0,1,4,3,4,3,4,4,4,1,4,4,4,2,3,3,3,3,3,Missing,Missing,2023
Missing,Neural Science,2013,4,5,5,5,5,5,5,5,5,5,4,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,0,0,5,2,5,5,5,5,5,5,5,5,5,5,4,3,4,3,4,Missing,Missing,2023
Missing,Performance Studies,2007,5,4,2,2,4,2,4,2,4,4,4,2,2,1,5,4,5,5,4,4,4,4,5,4,4,4,5,5,4,3,5,4,5,1,1,1,5,4,5,5,5,4,4,2,4,4,4,3,3,3,3,4,4,Missing,Missing,2023
Missing,Cinema Studies,Missing,5,3,3,1,4,3,5,3,4,4,4,3,3,3,5,3,5,5,3,4,5,4,5,4,3,3,5,4,4,2,4,3,4,1,0,1,4,3,4,3,4,4,4,1,4,4,4,2,3,3,3,3,3,Missing,Missing,2023
Missing,Psychology,2007,5,3,3,2,3,3,5,3,4,4,4,2,3,3,4,3,5,4,2,4,4,4,5,4,3,3,4,4,4,2,4,2,4,1,0,1,5,4,4,4,4,4,3,2,4,4,4,3,3,3,3,3,3,Missing,Missing,2023
Missing,Anthropology,1995,5,1,0,0,5,4,5,0,5,4,5,0,1,3,4,5,5,5,0,4,5,5,5,5,2,0,5,2,5,1,5,0,5,1,1,0,4,2,4,4,4,4,4,2,2,2,4,2,3,3,4,2,3,Missing,Missing,2023
Missing,Missing,Missing,5,3,3,2,3,3,5,3,4,4,4,2,3,3,5,3,5,5,3,4,5,4,5,4,3,3,5,4,4,2,4,3,4,1,0,1,4,3,4,3,4,4,4,1,4,4,4,2,3,3,3,3,3,Missing,Missing,2023
Missing,Middle Eastern Studies,2007,4,2,2,4,4,2,4,1,2,2,4,2,1,0,4,4,2,4,5,2,2,4,2,2,4,2,5,4,4,1,5,2,4,1,0,0,4,1,2,1,2,2,1,1,2,2,2,1,3,1,2,1,2,Missing,Missing,2023
Missing,Biology,2015,5,3,3,2,3,3,5,3,4,4,4,2,3,3,4,3,5,4,2,4,4,4,5,4,3,3,4,4,4,2,4,2,4,1,0,1,5,4,4,4,4,4,3,2,4,4,4,3,3,3,3,3,3,Missing,Missing,2023
Missing,Computer Science,2007,5,0,0,2,2,5,5,5,5,5,1,5,4,2,5,2,5,4,4,4,5,5,5,5,5,5,5,5,5,4,5,4,5,1,1,0,4,2,4,4,4,2,4,4,2,4,4,2,4,3,3,3,4,Missing,Missing,2023
Missing,Basic Medical Sciences,Missing,5,3,3,1,4,3,5,3,4,4,4,3,3,3,5,3,5,5,3,4,5,4,5,4,3,3,5,4,4,2,4,3,4,1,0,1,4,3,4,3,4,4,4,1,4,4,4,2,3,3,3,3,3,Missing,Missing,2023
Missing,Basic Medical Sciences,Missing,5,3,3,1,4,3,5,3,4,4,4,3,3,3,5,3,5,5,3,4,5,4,5,4,3,3,5,4,4,2,4,3,4,1,0,1,4,3,4,3,4,4,4,1,4,4,4,2,3,3,3,3,3,Missing,Missing,2023
Missing,English,Missing,5,3,3,1,4,3,5,3,4,4,4,3,3,3,5,3,5,5,3,4,5,4,5,4,3,3,5,4,4,2,4,3,4,1,0,1,4,3,4,3,4,4,4,1,4,4,4,2,3,3,3,3,3,Missing,Missing,2023
Missing,Comparative Literature,Missing,5,3,3,1,4,3,5,3,4,4,4,3,3,3,5,3,5,5,3,4,5,4,5,4,3,3,5,4,4,2,4,3,4,1,0,1,4,3,4,3,4,4,4,1,4,4,4,2,3,3,3,3,3,Missing,Missing,2023
Missing,Music,2011,0,4,4,4,4,0,0,0,0,0,4,4,1,4,3,5,4,5,5,5,5,2,2,2,5,3,5,4,3,1,5,5,5,0,0,0,4,3,4,4,4,4,3,3,3,3,4,2,2,3,3,3,3,Missing,Missing,2023
Missing,Missing,Missing,5,3,3,2,3,3,5,3,4,4,4,2,3,3,5,3,5,5,3,4,5,4,5,4,3,3,5,4,4,2,4,3,4,1,0,1,4,3,4,3,4,4,4,1,4,4,4,2,3,3,3,3,3,Missing,Missing,2023
Missing,Missing,Missing,5,3,3,1,4,3,5,3,4,4,4,3,3,3,5,3,5,5,3,4,5,4,5,4,3,3,5,4,4,2,4,3,4,1,0,1,4,3,4,3,4,4,4,1,4,4,4,2,3,3,3,3,3,Missing,Missing,2023
Missing,Spanish & Portuguese Languages & Literatures,Missing,5,3,3,1,4,3,5,3,4,4,4,3,3,3,5,3,5,5,3,4,5,4,5,4,3,3,5,4,4,2,4,3,4,1,0,1,4,3,4,3,4,4,4,1,4,4,4,2,3,3,3,3,3,Missing,Missing,2023
Missing,Biology,Missing,5,3,3,1,4,3,5,3,4,4,4,3,3,3,5,3,5,5,3,4,5,4,5,4,3,3,5,4,4,2,4,3,4,1,0,1,4,3,4,3,4,4,4,1,4,4,4,2,3,3,3,3,3,Missing,Missing,2023
Missing,Anthropology,Missing,5,3,3,1,4,3,5,3,4,4,4,3,3,3,5,3,5,5,3,4,5,4,5,4,3,3,5,4,4,2,4,3,4,1,0,1,4,3,4,3,4,4,4,1,4,4,4,2,3,3,3,3,3,Missing,Missing,2023
Missing,Neural Science,Missing,5,3,3,1,4,3,5,3,4,4,4,3,3,3,5,3,5,5,3,4,5,4,5,4,3,3,5,4,4,2,4,3,4,1,0,1,4,3,4,3,4,4,4,1,4,4,4,2,3,3,3,3,3,Missing,Missing,2023
Missing,Basic Medical Sciences,Missing,5,3,3,1,4,3,5,3,4,4,4,3,3,3,5,3,5,5,3,4,5,4,5,4,3,3,5,4,4,2,4,3,4,1,0,1,4,3,4,3,4,4,4,1,4,4,4,2,3,3,3,3,3,Missing,Missing,2023
Missing,Missing,Missing,5,3,3,1,4,3,5,3,4,4,4,3,3,3,5,3,5,5,3,4,5,4,5,4,3,3,5,4,4,2,4,3,4,1,0,1,4,3,4,3,4,4,4,1,4,4,4,2,3,3,3,3,3,Missing,Missing,2023
Missing,Philosophy,2010,5,2,3,2,4,3,5,4,4,4,3,3,2,2,4,1,5,4,3,4,4,5,4,5,5,4,5,4,5,0,4,2,4,1,1,0,4,3,4,4,4,3,4,2,3,4,4,2,3,3,2,3,4,Missing,Missing,2023
Missing,History,2015,5,2,2,2,2,5,5,5,5,5,2,2,2,5,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,2,4,3,4,1,1,0,4,4,4,5,4,5,5,3,3,4,4,3,4,3,3,2,4,Missing,Missing,2023
Missing,Sociology,2006,5,2,1,0,4,1,5,4,4,4,5,0,1,1,4,4,5,5,3,4,5,5,5,4,4,3,4,4,4,1,4,3,4,1,1,0,3,2,2,3,4,3,3,1,1,2,2,2,2,2,2,3,2,Missing,Missing,2023
Missing,Mathematics,2009,5,2,5,1,4,5,5,4,4,5,4,5,5,1,4,5,5,4,4,5,5,4,4,3,5,3,4,5,4,2,4,2,5,1,1,0,5,3,5,5,5,5,4,4,3,3,4,2,3,3,3,3,4,Missing,Missing,2023
Missing,Physics,2011,4,1,0,2,2,4,4,4,2,4,4,1,2,4,5,4,5,5,2,5,5,4,4,4,2,2,4,4,5,2,4,1,2,1,1,1,4,2,4,4,5,3,4,1,3,3,4,2,4,4,3,2,3,Missing,Missing,2023
Missing,Ergonomics and Biomechanics,Missing,5,3,3,1,4,3,5,3,4,4,4,3,3,3,5,3,5,5,3,4,5,4,5,4,3,3,5,4,4,2,4,3,4,1,0,1,4,3,4,3,4,4,4,1,4,4,4,2,3,3,3,3,3,Missing,Missing,2023
Missing,Chemistry,Missing,5,3,3,1,4,3,5,3,4,4,4,3,3,3,5,3,5,5,3,4,5,4,5,4,3,3,5,4,4,2,4,3,4,1,0,1,4,3,4,3,4,4,4,1,4,4,4,2,3,3,3,3,3,Missing,Missing,2023
Missing,Basic Medical Sciences,2008,4,4,5,2,5,4,5,2,5,1,4,4,4,5,4,5,5,4,5,4,5,4,5,4,4,4,4,4,4,4,4,3,3,1,1,0,4,2,4,3,4,3,3,1,2,3,2,2,4,2,3,2,3,Missing,Missing,2023
Missing,English,2012,5,4,2,4,1,4,4,2,4,1,1,1,4,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,0,0,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,3,4,Missing,Missing,2023
Missing,Basic Medical Sciences,2003,0,1,1,0,5,1,4,4,5,2,5,0,4,5,5,1,5,4,1,2,4,2,5,2,2,4,4,4,2,1,2,2,4,0,0,0,2,2,3,2,4,2,2,2,2,1,2,1,2,2,3,1,2,Missing,Missing,2023
Missing,English,2013,5,2,4,0,0,0,4,2,4,2,4,2,4,0,4,5,5,1,4,4,1,5,5,4,2,4,4,4,2,4,4,4,4,1,0,0,4,2,2,3,4,3,2,2,2,2,3,1,2,3,3,4,4,Missing,Missing,2023
Missing,Computational Biology,Missing,5,3,3,1,4,3,5,3,4,4,4,3,3,3,5,3,5,5,3,4,5,4,5,4,3,3,5,4,4,2,4,3,4,1,0,1,4,3,4,3,4,4,4,1,4,4,4,2,3,3,3,3,3,Missing,Missing,2023
Missing,"Fine Arts, Institute of",2008,5,2,2,2,1,3,4,2,3,2,1,3,3,1,5,4,5,3,2,4,3,3,3,2,4,3,4,4,4,2,3,2,4,1,0,1,4,4,3,3,3,4,3,2,3,4,3,2,3,3,3,3,3,Missing,Missing,2023
Missing,Hebrew & Judaic Studies,2001,5,5,5,5,2,5,5,5,5,2,4,5,5,0,4,2,4,5,4,2,4,4,4,4,4,2,4,2,4,2,2,2,2,1,0,0,2,4,2,2,5,4,5,1,4,4,4,1,2,2,3,3,4,Missing,Missing,2023
Missing,Politics,2009,5,1,0,2,1,2,4,1,4,2,0,0,2,0,5,2,4,2,1,2,1,2,4,2,4,1,4,4,5,1,2,1,5,0,0,1,4,1,3,3,4,3,4,2,2,2,2,1,2,2,3,1,4,Missing,Missing,2023
Missing,Basic Medical Sciences,2009,5,2,2,2,4,4,4,4,4,4,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,1,1,1,4,3,5,4,4,4,4,4,4,4,4,3,4,4,4,3,4,Missing,Missing,2023
Missing,Comparative Literature,2012,5,4,5,5,5,1,2,4,5,2,5,0,1,0,2,2,1,2,4,2,4,4,4,1,5,2,1,2,1,0,2,2,2,0,0,0,2,4,2,2,2,5,2,2,2,4,1,2,0,2,2,3,2,Missing,Missing,2023
Missing,Hebrew & Judaic Studies/History,1992,5,1,4,2,5,0,2,2,2,4,4,1,1,0,4,4,4,4,5,4,5,5,4,1,5,0,4,5,2,0,5,5,5,1,0,0,4,4,1,4,2,4,0,0,1,4,1,0,3,1,2,3,3,Missing,Missing,2023
Missing,Biology,Missing,5,3,3,1,4,3,5,3,4,4,4,3,3,3,5,3,5,5,3,4,5,4,5,4,3,3,5,4,4,2,4,3,4,1,0,1,4,3,4,3,4,4,4,1,4,4,4,2,3,3,3,3,3,Missing,Missing,2023
Missing,Missing,Missing,5,3,3,1,4,3,5,3,4,4,4,3,3,3,5,3,5,5,3,4,5,4,5,4,3,3,5,4,4,2,4,3,4,1,0,1,4,3,4,3,4,4,4,1,4,4,4,2,3,3,3,3,3,Missing,Missing,2023
